example_id                                                          | status  | run_time        |
./spec/models/railspress/content_element_spec.rb[1:1:2]             | passed  | 0.00051 seconds |
./spec/models/railspress/content_element_spec.rb[1:1:3]             | passed  | 0.00045 seconds |
./spec/models/railspress/content_element_spec.rb[1:1:4]             | passed  | 0.00055 seconds |
./spec/models/railspress/content_element_spec.rb[1:1:5]             | passed  | 0.00044 seconds |
./spec/models/railspress/content_element_spec.rb[1:2:1]             | passed  | 0.00048 seconds |
./spec/models/railspress/content_element_spec.rb[1:2:2]             | passed  | 0.00049 seconds |
./spec/models/railspress/content_element_spec.rb[1:3:1]             | passed  | 0.00026 seconds |
./spec/models/railspress/content_element_spec.rb[1:3:2]             | passed  | 0.00015 seconds |
./spec/models/railspress/content_element_spec.rb[1:4:1:1]           | passed  | 0.00104 seconds |
./spec/models/railspress/content_element_spec.rb[1:4:2:1]           | passed  | 0.00024 seconds |
./spec/models/railspress/content_element_spec.rb[1:4:3:1]           | passed  | 0.00136 seconds |
./spec/models/railspress/content_element_spec.rb[1:4:4:1]           | passed  | 0.00118 seconds |
./spec/models/railspress/content_element_spec.rb[1:5:1]             | passed  | 0.00027 seconds |
./spec/models/railspress/content_element_spec.rb[1:5:2]             | passed  | 0.00024 seconds |
./spec/models/railspress/content_element_spec.rb[1:6:1]             | passed  | 0.00049 seconds |
./spec/models/railspress/content_element_spec.rb[1:7:1]             | passed  | 0.00046 seconds |
./spec/models/railspress/content_element_spec.rb[1:8:1]             | passed  | 0.00208 seconds |
./spec/models/railspress/content_element_spec.rb[1:8:2]             | passed  | 0.0018 seconds  |
./spec/models/railspress/content_element_spec.rb[1:8:3]             | passed  | 0.00161 seconds |
./spec/models/railspress/content_element_spec.rb[1:8:4]             | passed  | 0.00302 seconds |
./spec/models/railspress/content_element_spec.rb[1:8:5]             | passed  | 0.00195 seconds |
./spec/models/railspress/content_element_spec.rb[1:9:1]             | passed  | 0.00028 seconds |
./spec/models/railspress/content_element_spec.rb[1:10:1]            | passed  | 0.00042 seconds |
./spec/models/railspress/content_element_spec.rb[1:10:2]            | passed  | 0.00127 seconds |
./spec/models/railspress/content_element_spec.rb[1:11:1]            | passed  | 0.00044 seconds |
./spec/models/railspress/content_element_spec.rb[1:11:2]            | passed  | 0.00042 seconds |
./spec/models/railspress/content_element_spec.rb[1:12:1]            | passed  | 0.00023 seconds |
./spec/models/railspress/content_element_spec.rb[1:12:2]            | passed  | 0.00025 seconds |
./spec/models/railspress/content_element_spec.rb[1:12:3]            | passed  | 0.00025 seconds |
./spec/models/railspress/content_element_spec.rb[1:13:1]            | passed  | 0.00104 seconds |
./spec/models/railspress/content_element_spec.rb[1:14:1]            | passed  | 0.00401 seconds |
./spec/models/railspress/content_element_spec.rb[1:14:2]            | passed  | 0.00044 seconds |
./spec/models/railspress/content_element_version_spec.rb[1:1:1]     | passed  | 0.00028 seconds |
./spec/models/railspress/content_element_version_spec.rb[1:1:2]     | passed  | 0.0008 seconds  |
./spec/models/railspress/content_element_version_spec.rb[1:1:3]     | passed  | 0.00057 seconds |
./spec/models/railspress/content_element_version_spec.rb[1:1:4]     | passed  | 0.00041 seconds |
./spec/models/railspress/content_element_version_spec.rb[1:2:1]     | passed  | 0.00062 seconds |
./spec/models/railspress/content_element_version_spec.rb[1:3:1:1]   | passed  | 0.00174 seconds |
./spec/models/railspress/content_element_version_spec.rb[1:4:1]     | passed  | 0.00065 seconds |
./spec/models/railspress/content_element_version_spec.rb[1:4:2]     | passed  | 0.00281 seconds |
./spec/models/railspress/content_group_spec.rb[1:1:1]               | passed  | 0.00037 seconds |
./spec/models/railspress/content_group_spec.rb[1:1:2]               | passed  | 0.00086 seconds |
./spec/models/railspress/content_group_spec.rb[1:1:3]               | passed  | 0.00086 seconds |
./spec/models/railspress/content_group_spec.rb[1:2:1]               | passed  | 0.00047 seconds |
./spec/models/railspress/content_group_spec.rb[1:3:1:1]             | passed  | 0.00097 seconds |
./spec/models/railspress/content_group_spec.rb[1:3:2:1]             | passed  | 0.0002 seconds  |
./spec/models/railspress/content_group_spec.rb[1:4:1]               | passed  | 0.00059 seconds |
./spec/models/railspress/content_group_spec.rb[1:5:1]               | passed  | 0.00988 seconds |
./spec/models/railspress/content_group_spec.rb[1:5:2]               | passed  | 0.0022 seconds  |
./spec/models/railspress/content_group_spec.rb[1:5:3]               | passed  | 0.00067 seconds |
./spec/models/railspress/content_group_spec.rb[1:5:4]               | passed  | 0.00223 seconds |
./spec/models/railspress/entity_array_fields_spec.rb[1:1:1]         | passed  | 0.00015 seconds |
./spec/models/railspress/entity_array_fields_spec.rb[1:1:2]         | passed  | 0.00018 seconds |
./spec/models/railspress/entity_array_fields_spec.rb[1:1:3]         | passed  | 0.00016 seconds |
./spec/models/railspress/entity_array_fields_spec.rb[1:1:4]         | passed  | 0.0003 seconds  |
./spec/models/railspress/entity_array_fields_spec.rb[1:1:5]         | passed  | 0.00016 seconds |
./spec/models/railspress/entity_array_fields_spec.rb[1:1:6]         | passed  | 0.00016 seconds |
./spec/models/railspress/entity_array_fields_spec.rb[1:1:7]         | passed  | 0.00017 seconds |
./spec/models/railspress/entity_array_fields_spec.rb[1:1:8]         | passed  | 0.00079 seconds |
./spec/models/railspress/entity_array_fields_spec.rb[1:2:1]         | passed  | 0.00015 seconds |
./spec/models/railspress/entity_array_fields_spec.rb[1:2:2]         | passed  | 0.00015 seconds |
